id,title,category,price,rating,is_in_stock,availability_text,image_url,book_page_url
744,Off Sides (Off #1),New Adult,39.45,5,True,In stock,https://books.toscrape.com/media/cache/03/ed/03ed67ea504353b91b035151d8e80db2.jpg,https://books.toscrape.com/off-sides-off-1_38/index.html
745,The Requiem Red,Young Adult,22.65,1,True,In stock,https://books.toscrape.com/media/cache/68/33/68339b4c9bc034267e1da611ab3b34f8.jpg,https://books.toscrape.com/the-requiem-red_995/index.html
746,Set Me Free,Young Adult,17.46,5,True,In stock,https://books.toscrape.com/media/cache/5b/88/5b88c52633f53cacf162c15f4f823153.jpg,https://books.toscrape.com/set-me-free_988/index.html
747,The Natural History of Us (The Fine Art of Pretending #2),Young Adult,45.22,3,True,In stock,https://books.toscrape.com/media/cache/5d/7f/5d7f496cdf5e5962a73ecdcc1505c1d5.jpg,https://books.toscrape.com/the-natural-history-of-us-the-fine-art-of-pretending-2_941/index.html
748,Obsidian (Lux #1),Young Adult,14.86,2,True,In stock,https://books.toscrape.com/media/cache/fc/72/fc72f158554b4b4164701e1dfa1153c7.jpg,https://books.toscrape.com/obsidian-lux-1_911/index.html
749,Burning,Young Adult,28.81,3,True,In stock,https://books.toscrape.com/media/cache/26/95/269507c7bb35d2cec9b61a03d1c28e67.jpg,https://books.toscrape.com/burning_884/index.html
750,A Fierce and Subtle Poison,Young Adult,28.13,4,True,In stock,https://books.toscrape.com/media/cache/12/f1/12f1963957f27fa83d51f76b183ef490.jpg,https://books.toscrape.com/a-fierce-and-subtle-poison_875/index.html
751,Scarlett Epstein Hates It Here,Young Adult,43.55,5,True,In stock,https://books.toscrape.com/media/cache/0f/d3/0fd306891f8fd3196653022fd67d6c87.jpg,https://books.toscrape.com/scarlett-epstein-hates-it-here_828/index.html
752,"Nightingale, Sing",Young Adult,38.28,1,True,In stock,https://books.toscrape.com/media/cache/18/08/18086e581ad354aa65f945c2b5c51350.jpg,https://books.toscrape.com/nightingale-sing_823/index.html
753,Library of Souls (Miss Peregrine’s Peculiar Children #3),Young Adult,48.56,5,True,In stock,https://books.toscrape.com/media/cache/f8/54/f85417465a73e33604624205ba8306cc.jpg,https://books.toscrape.com/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html
754,Frostbite (Vampire Academy #2),Young Adult,29.99,5,True,In stock,https://books.toscrape.com/media/cache/71/76/7176317f1915fa0658bb2fe400441207.jpg,https://books.toscrape.com/frostbite-vampire-academy-2_810/index.html
755,Wild Swans,Young Adult,14.36,2,True,In stock,https://books.toscrape.com/media/cache/bb/72/bb723ad463531c602ad8bcb244253bf3.jpg,https://books.toscrape.com/wild-swans_782/index.html
756,Until Friday Night (The Field Party #1),Young Adult,46.31,2,True,In stock,https://books.toscrape.com/media/cache/19/cf/19cf50aea5bf0e8f4bc016f3745b3dfe.jpg,https://books.toscrape.com/until-friday-night-the-field-party-1_775/index.html
757,This Is Where It Ends,Young Adult,27.12,2,True,In stock,https://books.toscrape.com/media/cache/18/0b/180bfe1902cb3c0eb77d7c712efa2a96.jpg,https://books.toscrape.com/this-is-where-it-ends_771/index.html
758,The Darkest Lie,Young Adult,35.35,5,True,In stock,https://books.toscrape.com/media/cache/1d/3c/1d3c05b772ab846c111970232360d2c5.jpg,https://books.toscrape.com/the-darkest-lie_747/index.html
759,My Kind of Crazy,Young Adult,40.36,1,True,In stock,https://books.toscrape.com/media/cache/46/6e/466e9636819aad1126ac6cefb5313ba8.jpg,https://books.toscrape.com/my-kind-of-crazy_718/index.html
760,Don't Get Caught,Young Adult,55.35,1,True,In stock,https://books.toscrape.com/media/cache/b2/df/b2df2ea409c5cf28538b67aff424b11f.jpg,https://books.toscrape.com/dont-get-caught_687/index.html
761,Catching Jordan (Hundred Oaks),Young Adult,50.83,3,True,In stock,https://books.toscrape.com/media/cache/ad/ac/adac97366586d261feab30bf5220756e.jpg,https://books.toscrape.com/catching-jordan-hundred-oaks_673/index.html
762,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1),Young Adult,58.14,4,True,In stock,https://books.toscrape.com/media/cache/61/1a/611aba0ef5b859ba1977ef30677b0194.jpg,https://books.toscrape.com/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html
763,The Epidemic (The Program 0.6),Young Adult,14.44,5,True,In stock,https://books.toscrape.com/media/cache/87/cd/87cd652c35e2a78535c83becae33cff2.jpg,https://books.toscrape.com/the-epidemic-the-program-06_636/index.html
764,Stars Above (The Lunar Chronicles #4.5),Young Adult,48.05,2,True,In stock,https://books.toscrape.com/media/cache/fd/5b/fd5b14399052ab552e240ed18ab03c6d.jpg,https://books.toscrape.com/stars-above-the-lunar-chronicles-45_632/index.html
765,No Love Allowed (Dodge Cove #1),Young Adult,54.65,4,True,In stock,https://books.toscrape.com/media/cache/70/3e/703e053877204a396ec6e7beac863118.jpg,https://books.toscrape.com/no-love-allowed-dodge-cove-1_625/index.html
766,"Exit, Pursued by a Bear",Young Adult,51.34,4,True,In stock,https://books.toscrape.com/media/cache/ca/99/ca99bafb2a75d4fadb8d64efed26316f.jpg,https://books.toscrape.com/exit-pursued-by-a-bear_591/index.html
767,The Alien Club,Young Adult,54.4,1,True,In stock,https://books.toscrape.com/media/cache/93/d0/93d01bc6bce58e8efbf560e9e3dc3379.jpg,https://books.toscrape.com/the-alien-club_569/index.html
768,Don't Forget Steven,Young Adult,33.23,1,True,In stock,https://books.toscrape.com/media/cache/e7/75/e775bf9ea6343b2ee0be5166bb445bd2.jpg,https://books.toscrape.com/dont-forget-steven_561/index.html
769,South of Sunshine,Young Adult,28.93,1,True,In stock,https://books.toscrape.com/media/cache/09/11/09118b974f3685483f3e4debd1f97c90.jpg,https://books.toscrape.com/south-of-sunshine_544/index.html
770,My Life Next Door (My Life Next Door ),Young Adult,36.39,5,True,In stock,https://books.toscrape.com/media/cache/98/00/98001a78a78ab77027145ff586d64431.jpg,https://books.toscrape.com/my-life-next-door-my-life-next-door_535/index.html
771,Future Shock (Future Shock #1),Young Adult,55.65,5,True,In stock,https://books.toscrape.com/media/cache/89/10/8910c36eec96636288a9cfb61610c9fa.jpg,https://books.toscrape.com/future-shock-future-shock-1_519/index.html
772,Nightstruck: A Novel,Young Adult,50.35,4,True,In stock,https://books.toscrape.com/media/cache/c0/df/c0dfd5388bb38b9c24da2e94534e1198.jpg,https://books.toscrape.com/nightstruck-a-novel_480/index.html
773,Tell the Wolves I'm Home,Young Adult,50.96,2,True,In stock,https://books.toscrape.com/media/cache/f9/72/f972e744117c9d4b5fefb3410c0e9f7c.jpg,https://books.toscrape.com/tell-the-wolves-im-home_439/index.html
774,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",Young Adult,47.31,4,True,In stock,https://books.toscrape.com/media/cache/de/a1/dea174c8a8dbfd98e5e05c9e479a52b2.jpg,https://books.toscrape.com/will-grayson-will-grayson-will-grayson-will-grayson_419/index.html
775,Where She Went (If I Stay #2),Young Adult,41.73,4,True,In stock,https://books.toscrape.com/media/cache/05/86/0586b3d79013f606494e843de1faea0b.jpg,https://books.toscrape.com/where-she-went-if-i-stay-2_417/index.html
776,Two Summers,Young Adult,14.64,1,True,In stock,https://books.toscrape.com/media/cache/89/16/89165d7488fbaa9e60cfcabe56796288.jpg,https://books.toscrape.com/two-summers_415/index.html
777,The Darkest Corners,Young Adult,11.33,5,True,In stock,https://books.toscrape.com/media/cache/c1/ab/c1ab73a20d02b5f3a5599e7c5704a909.jpg,https://books.toscrape.com/the-darkest-corners_399/index.html
778,Tell Me Three Things,Young Adult,41.81,1,True,In stock,https://books.toscrape.com/media/cache/a1/2f/a12f0bec8c8728800f901b4e5f6e3f9a.jpg,https://books.toscrape.com/tell-me-three-things_395/index.html
779,Lola and the Boy Next Door (Anna and the French Kiss #2),Young Adult,23.63,4,True,In stock,https://books.toscrape.com/media/cache/bc/c8/bcc8374e0c81ded1486b6225ca4fe78a.jpg,https://books.toscrape.com/lola-and-the-boy-next-door-anna-and-the-french-kiss-2_385/index.html
780,Kill the Boy Band,Young Adult,15.52,5,True,In stock,https://books.toscrape.com/media/cache/05/74/0574a71ccaff1fef1f8e9a1f4c22b7bc.jpg,https://books.toscrape.com/kill-the-boy-band_381/index.html
781,Isla and the Happily Ever After (Anna and the French Kiss #3),Young Adult,48.13,5,True,In stock,https://books.toscrape.com/media/cache/0d/0b/0d0bd1fce3e0171cf101764393caea41.jpg,https://books.toscrape.com/isla-and-the-happily-ever-after-anna-and-the-french-kiss-3_380/index.html
782,An Abundance of Katherines,Young Adult,10.0,5,True,In stock,https://books.toscrape.com/media/cache/ed/45/ed4517339d4780f4158c485c83850d20.jpg,https://books.toscrape.com/an-abundance-of-katherines_362/index.html
783,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),Young Adult,24.17,4,True,In stock,https://books.toscrape.com/media/cache/d1/fb/d1fbdddb0d4fb0c445a33c6d003d0990.jpg,https://books.toscrape.com/harry-potter-and-the-prisoner-of-azkaban-harry-potter-3_328/index.html
784,Walk the Edge (Thunder Road #2),Young Adult,32.36,3,True,In stock,https://books.toscrape.com/media/cache/61/2c/612ce7fa4cbee472392ce8721a4e863e.jpg,https://books.toscrape.com/walk-the-edge-thunder-road-2_300/index.html
785,Two Boys Kissing,Young Adult,32.74,2,True,In stock,https://books.toscrape.com/media/cache/53/bd/53bd80b1fc1914f418dc31a9d6571cb1.jpg,https://books.toscrape.com/two-boys-kissing_294/index.html
786,The New Guy (and Other Senior Year Distractions),Young Adult,44.92,3,True,In stock,https://books.toscrape.com/media/cache/d8/9d/d89dc869d5ea1462fd746ac6de97583f.jpg,https://books.toscrape.com/the-new-guy-and-other-senior-year-distractions_266/index.html
787,"The Land of 10,000 Madonnas",Young Adult,29.64,4,True,In stock,https://books.toscrape.com/media/cache/ae/93/ae93b007df22c99ea2ff2f907b06663e.jpg,https://books.toscrape.com/the-land-of-10000-madonnas_258/index.html
788,Scarlet (The Lunar Chronicles #2),Young Adult,14.57,4,True,In stock,https://books.toscrape.com/media/cache/b6/5c/b65c3622c0da689990fd1d7f1a0b826c.jpg,https://books.toscrape.com/scarlet-the-lunar-chronicles-2_218/index.html
789,Legend (Legend #1),Young Adult,43.69,4,True,In stock,https://books.toscrape.com/media/cache/6c/6c/6c6c0984ab57d6b4f71d84dd0db0f65b.jpg,https://books.toscrape.com/legend-legend-1_184/index.html
790,Lady Renegades (Rebel Belle #3),Young Adult,53.04,5,True,In stock,https://books.toscrape.com/media/cache/d2/c2/d2c259e13fe3097325549a14f996b462.jpg,https://books.toscrape.com/lady-renegades-rebel-belle-3_181/index.html
791,Golden (Heart of Dread #3),Young Adult,42.21,4,True,In stock,https://books.toscrape.com/media/cache/39/2f/392fedbcda7bf8f968d5e6643ea5545f.jpg,https://books.toscrape.com/golden-heart-of-dread-3_161/index.html
792,Cinder (The Lunar Chronicles #1),Young Adult,26.09,1,True,In stock,https://books.toscrape.com/media/cache/4e/d2/4ed2ec75df84ba1093fc4141b29abab3.jpg,https://books.toscrape.com/cinder-the-lunar-chronicles-1_139/index.html
793,Boy Meets Boy,Young Adult,21.12,3,True,In stock,https://books.toscrape.com/media/cache/0b/ac/0baceb72d202880d1441a32193df6e11.jpg,https://books.toscrape.com/boy-meets-boy_134/index.html
794,Annie on My Mind,Young Adult,36.83,5,True,In stock,https://books.toscrape.com/media/cache/88/ba/88baf408218bf1e31626211da4329c6b.jpg,https://books.toscrape.com/annie-on-my-mind_120/index.html
795,New Moon (Twilight #2),Young Adult,12.86,4,True,In stock,https://books.toscrape.com/media/cache/5a/1f/5a1fa3ec68add137878b42243813263d.jpg,https://books.toscrape.com/new-moon-twilight-2_105/index.html
796,Girl Online On Tour (Girl Online #2),Young Adult,53.47,1,True,In stock,https://books.toscrape.com/media/cache/e0/22/e0221ab11b1d093a2d03927b4962c544.jpg,https://books.toscrape.com/girl-online-on-tour-girl-online-2_101/index.html
797,The Haters,Young Adult,27.89,5,True,In stock,https://books.toscrape.com/media/cache/4c/e9/4ce9f937ac784ae0b377bcbf2a38a8b2.jpg,https://books.toscrape.com/the-haters_67/index.html
798,The Art of Not Breathing,Young Adult,40.83,4,True,In stock,https://books.toscrape.com/media/cache/37/26/3726bb1bf30241b6d6f8c8488ad70989.jpg,https://books.toscrape.com/the-art-of-not-breathing_58/index.html
799,The Most Perfect Thing: Inside (and Outside) a Bird's Egg,Science,42.96,4,True,In stock,https://books.toscrape.com/media/cache/d4/8d/d48d5122a15347e9fe2b15ad354d69bf.jpg,https://books.toscrape.com/the-most-perfect-thing-inside-and-outside-a-birds-egg_938/index.html
800,Immunity: How Elie Metchnikoff Changed the Course of Modern Medicine,Science,57.36,5,True,In stock,https://books.toscrape.com/media/cache/26/1c/261c4eaf957ae4aacf2229b482e76dbe.jpg,https://books.toscrape.com/immunity-how-elie-metchnikoff-changed-the-course-of-modern-medicine_900/index.html
801,Sorting the Beef from the Bull: The Science of Food Fraud Forensics,Science,44.74,4,True,In stock,https://books.toscrape.com/media/cache/68/ca/68caaf9ac41964d5167a3eb67c638393.jpg,https://books.toscrape.com/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html
802,Tipping Point for Planet Earth: How Close Are We to the Edge?,Science,37.55,1,True,In stock,https://books.toscrape.com/media/cache/56/97/5697f2f8f628129df01c5790985ffd9b.jpg,https://books.toscrape.com/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html
803,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality",Science,55.91,1,True,In stock,https://books.toscrape.com/media/cache/5e/7f/5e7f7d9913d4c95d33904770c518d537.jpg,https://books.toscrape.com/the-fabric-of-the-cosmos-space-time-and-the-texture-of-reality_572/index.html
804,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,Science,28.41,1,True,In stock,https://books.toscrape.com/media/cache/33/4f/334fd0ebdf0c0192baf5914d199c53b5.jpg,https://books.toscrape.com/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html
805,The Origin of Species,Science,10.01,4,True,In stock,https://books.toscrape.com/media/cache/da/0d/da0d13699a090516502257a4d7da623f.jpg,https://books.toscrape.com/the-origin-of-species_499/index.html
806,The Grand Design,Science,13.76,3,True,In stock,https://books.toscrape.com/media/cache/08/a9/08a957eb34f8047862e225774c3bdde2.jpg,https://books.toscrape.com/the-grand-design_405/index.html
807,Peak: Secrets from the New Science of Expertise,Science,16.28,2,True,In stock,https://books.toscrape.com/media/cache/83/ab/83ab65f938b24fa1a9cb47235be49b57.jpg,https://books.toscrape.com/peak-secrets-from-the-new-science-of-expertise_389/index.html
808,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Science,13.03,4,True,In stock,https://books.toscrape.com/media/cache/69/c8/69c83860995cde393dbe6690ec3f1d4f.jpg,https://books.toscrape.com/the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html
809,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",Science,57.35,5,True,In stock,https://books.toscrape.com/media/cache/f9/69/f969969428b505970a46272fdcea00d3.jpg,https://books.toscrape.com/the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html
810,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",Science,25.83,2,True,In stock,https://books.toscrape.com/media/cache/f8/bc/f8bcd489d33473e0819beaecccd5ebac.jpg,https://books.toscrape.com/surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html
811,Seven Brief Lessons on Physics,Science,30.6,4,True,In stock,https://books.toscrape.com/media/cache/c8/63/c863c222c130a1bc8685a1242dd2523d.jpg,https://books.toscrape.com/seven-brief-lessons-on-physics_219/index.html
812,The Selfish Gene,Science,29.45,1,True,In stock,https://books.toscrape.com/media/cache/08/14/0814f26516fb72b7391d0a742b5928a2.jpg,https://books.toscrape.com/the-selfish-gene_81/index.html
813,A Light in the Attic,Poetry,51.77,3,True,In stock,https://books.toscrape.com/media/cache/2c/da/2cdad67c44b002e7ead0cc35693c0e8b.jpg,https://books.toscrape.com/a-light-in-the-attic_1000/index.html
814,The Black Maria,Poetry,52.15,1,True,In stock,https://books.toscrape.com/media/cache/58/46/5846057e28022268153beff6d352b06c.jpg,https://books.toscrape.com/the-black-maria_991/index.html
815,Shakespeare's Sonnets,Poetry,20.66,4,True,In stock,https://books.toscrape.com/media/cache/10/48/1048f63d3b5061cd2f424d20b3f9b666.jpg,https://books.toscrape.com/shakespeares-sonnets_989/index.html
816,Olio,Poetry,23.88,1,True,In stock,https://books.toscrape.com/media/cache/55/33/553310a7162dfbc2c6d19a84da0df9e1.jpg,https://books.toscrape.com/olio_984/index.html
817,You can't bury them all: Poems,Poetry,33.63,2,True,In stock,https://books.toscrape.com/media/cache/e9/20/e9203b733126c4a0832a1c7885dc27cf.jpg,https://books.toscrape.com/you-cant-bury-them-all-poems_961/index.html
818,Slow States of Collapse: Poems,Poetry,57.31,3,True,In stock,https://books.toscrape.com/media/cache/72/41/72417db983862010ef0c1a25de98c7d7.jpg,https://books.toscrape.com/slow-states-of-collapse-poems_960/index.html
819,Untitled Collection: Sabbath Poems 2014,Poetry,14.27,4,True,In stock,https://books.toscrape.com/media/cache/f9/3b/f93b4a650f03a5d21f2436d7813f42c2.jpg,https://books.toscrape.com/untitled-collection-sabbath-poems-2014_953/index.html
820,Poems That Make Grown Women Cry,Poetry,14.19,4,True,In stock,https://books.toscrape.com/media/cache/38/64/386468a8c3e6b880664bf7885bf6f726.jpg,https://books.toscrape.com/poems-that-make-grown-women-cry_824/index.html
821,Night Sky with Exit Wounds,Poetry,41.05,1,True,In stock,https://books.toscrape.com/media/cache/25/54/2554431c797ec725eea50b3f8a83758c.jpg,https://books.toscrape.com/night-sky-with-exit-wounds_822/index.html
822,salt.,Poetry,46.78,4,True,In stock,https://books.toscrape.com/media/cache/3f/41/3f4160ada0b16e3c64cd2d0dffe781c8.jpg,https://books.toscrape.com/salt_731/index.html
823,"Quarter Life Poetry: Poems for the Young, Broke and Hangry",Poetry,50.89,5,True,In stock,https://books.toscrape.com/media/cache/c8/f2/c8f297fab080ddd02b3ed5c17b83af85.jpg,https://books.toscrape.com/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html
824,Out of Print: City Lights Spotlight No. 14,Poetry,53.64,5,True,In stock,https://books.toscrape.com/media/cache/93/d5/93d5c64abfad9ed6a0cb2e26f19f1a1e.jpg,https://books.toscrape.com/out-of-print-city-lights-spotlight-no-14_536/index.html
825,Les Fleurs du Mal,Poetry,29.04,5,True,In stock,https://books.toscrape.com/media/cache/36/5b/365b3ab7ab72a6258873716aef6d5c1a.jpg,https://books.toscrape.com/les-fleurs-du-mal_530/index.html
826,Howl and Other Poems,Poetry,40.45,2,True,In stock,https://books.toscrape.com/media/cache/b7/29/b7293f602efb0c17e305077f8175888a.jpg,https://books.toscrape.com/howl-and-other-poems_522/index.html
827,Leave This Song Behind: Teen Poetry at Its Best,Poetry,51.17,5,True,In stock,https://books.toscrape.com/media/cache/31/c7/31c7c5ce7b04d227aa36ecb250b9dad5.jpg,https://books.toscrape.com/leave-this-song-behind-teen-poetry-at-its-best_474/index.html
828,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),Poetry,15.42,5,True,In stock,https://books.toscrape.com/media/cache/7e/93/7e934132cd03486649fb492fe702f704.jpg,https://books.toscrape.com/the-collected-poems-of-wb-yeats-the-collected-works-of-wb-yeats-1_441/index.html
829,The Crossover,Poetry,38.77,4,True,In stock,https://books.toscrape.com/media/cache/9f/35/9f351ca1978128c60a3b7f85987075b3.jpg,https://books.toscrape.com/the-crossover_398/index.html
830,Booked,Poetry,17.49,5,True,In stock,https://books.toscrape.com/media/cache/8f/46/8f46bb13feb3a4440a27dfcf688fbaa6.jpg,https://books.toscrape.com/booked_365/index.html
831,Twenty Love Poems and a Song of Despair,Poetry,30.95,4,True,In stock,https://books.toscrape.com/media/cache/df/ab/dfab1d94f9190df7c13b63a093a6d16e.jpg,https://books.toscrape.com/twenty-love-poems-and-a-song-of-despair_91/index.html
832,"Vampire Knight, Vol. 1 (Vampire Knight #1)",Paranormal,15.4,1,True,In stock,https://books.toscrape.com/media/cache/4b/97/4b972f89c11900ac0e84726d1f07bfcc.jpg,https://books.toscrape.com/vampire-knight-vol-1-vampire-knight-1_93/index.html
833,Wall and Piece,Art,44.18,4,True,In stock,https://books.toscrape.com/media/cache/a5/41/a5416b9646aaa7287baa287ec2590270.jpg,https://books.toscrape.com/wall-and-piece_971/index.html
834,Feathers: Displays of Brilliant Plumage,Art,49.05,3,True,In stock,https://books.toscrape.com/media/cache/f2/ee/f2ee668cf593ff13a9560c2801e9c2a2.jpg,https://books.toscrape.com/feathers-displays-of-brilliant-plumage_695/index.html
835,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,Art,48.63,4,True,In stock,https://books.toscrape.com/media/cache/ef/80/ef80e6100214c486562a73ce76444826.jpg,https://books.toscrape.com/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html
836,The New Drawing on the Right Side of the Brain,Art,43.02,3,True,In stock,https://books.toscrape.com/media/cache/6a/55/6a55ccd4bc2383f5fe915fbef8bd5a23.jpg,https://books.toscrape.com/the-new-drawing-on-the-right-side-of-the-brain_550/index.html
837,History of Beauty,Art,10.29,4,True,In stock,https://books.toscrape.com/media/cache/58/a6/58a634c3231b5380544cc330536cb5ea.jpg,https://books.toscrape.com/history-of-beauty_521/index.html
838,The Story of Art,Art,41.14,4,True,In stock,https://books.toscrape.com/media/cache/bb/36/bb364a10868756d1c0877c928b43b533.jpg,https://books.toscrape.com/the-story-of-art_500/index.html
839,The Art Book,Art,32.34,2,True,In stock,https://books.toscrape.com/media/cache/99/51/99511f4da1a4a2114e2ed12e6ba17b65.jpg,https://books.toscrape.com/the-art-book_490/index.html
840,Ways of Seeing,Art,39.51,5,True,In stock,https://books.toscrape.com/media/cache/a8/3a/a83a4d31d30dc3cb26a29899a5c3b91d.jpg,https://books.toscrape.com/ways-of-seeing_94/index.html
841,The Lucifer Effect: Understanding How Good People Turn Evil,Psychology,10.4,1,True,In stock,https://books.toscrape.com/media/cache/a6/c8/a6c8256b123493472591c5855c7de704.jpg,https://books.toscrape.com/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html
842,The Golden Condom: And Other Essays on Love Lost and Found,Psychology,39.43,1,True,In stock,https://books.toscrape.com/media/cache/dc/4d/dc4d070e33813a07a4e02f069e6d482f.jpg,https://books.toscrape.com/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html
843,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle,Psychology,56.27,3,True,In stock,https://books.toscrape.com/media/cache/ee/a9/eea9e831f8964b4dc0190c84a1f9a1f6.jpg,https://books.toscrape.com/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html
844,An Unquiet Mind: A Memoir of Moods and Madness,Psychology,21.3,3,True,In stock,https://books.toscrape.com/media/cache/00/29/002924b764dc367dcaa3486fa4c0aa0b.jpg,https://books.toscrape.com/an-unquiet-mind-a-memoir-of-moods-and-madness_422/index.html
845,"Thinking, Fast and Slow",Psychology,21.14,1,True,In stock,https://books.toscrape.com/media/cache/b4/a5/b4a56663d56f1e84ee1b15bd819563cc.jpg,https://books.toscrape.com/thinking-fast-and-slow_289/index.html
846,Civilization and Its Discontents,Psychology,59.95,2,True,In stock,https://books.toscrape.com/media/cache/4d/a6/4da6939a6bbd895a5acdeabad46d1f9f.jpg,https://books.toscrape.com/civilization-and-its-discontents_140/index.html
847,8 Keys to Mental Health Through Exercise,Psychology,31.04,1,True,In stock,https://books.toscrape.com/media/cache/b8/44/b844a77409f1d53cbb66148820abc217.jpg,https://books.toscrape.com/8-keys-to-mental-health-through-exercise_114/index.html
848,The Argonauts,Autobiography,10.93,2,True,In stock,https://books.toscrape.com/media/cache/0a/15/0a1567cd04a6582d333db71337b4e2a6.jpg,https://books.toscrape.com/the-argonauts_837/index.html
849,M Train,Autobiography,27.18,1,True,In stock,https://books.toscrape.com/media/cache/d6/e8/d6e8258cee98f80727e99f7ac5aa1b88.jpg,https://books.toscrape.com/m-train_598/index.html
850,Lab Girl,Autobiography,40.85,1,True,In stock,https://books.toscrape.com/media/cache/e9/72/e972f8b4abaaa6f8f449479cd9d87be3.jpg,https://books.toscrape.com/lab-girl_595/index.html
851,Approval Junkie: Adventures in Caring Too Much,Autobiography,58.81,5,True,In stock,https://books.toscrape.com/media/cache/17/aa/17aacb738eace89a635a4eb47a94c11d.jpg,https://books.toscrape.com/approval-junkie-adventures-in-caring-too-much_363/index.html
852,Running with Scissors,Autobiography,12.91,4,True,In stock,https://books.toscrape.com/media/cache/66/c7/66c7a1537c8901e1e4ec217d1956bae8.jpg,https://books.toscrape.com/running-with-scissors_215/index.html
853,Me Talk Pretty One Day,Autobiography,57.6,2,True,In stock,https://books.toscrape.com/media/cache/98/9f/989fe700e9e6bdec4fc3217daa5b7df3.jpg,https://books.toscrape.com/me-talk-pretty-one-day_193/index.html
854,Lust & Wonder,Autobiography,11.87,2,True,In stock,https://books.toscrape.com/media/cache/61/ba/61ba5bc1ee3d8cb3dd350120ffa3f31e.jpg,https://books.toscrape.com/lust-wonder_191/index.html
855,Life Without a Recipe,Autobiography,59.04,5,True,In stock,https://books.toscrape.com/media/cache/80/b3/80b3e38be4204b3b64cdbe8c80dcf1f9.jpg,https://books.toscrape.com/life-without-a-recipe_188/index.html
856,A Heartbreaking Work of Staggering Genius,Autobiography,54.29,5,True,In stock,https://books.toscrape.com/media/cache/7a/58/7a587c5814f33c0c54e8bfa0ef66d690.jpg,https://books.toscrape.com/a-heartbreaking-work-of-staggering-genius_115/index.html
857,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,Parenting,37.35,2,True,In stock,https://books.toscrape.com/media/cache/7d/0b/7d0bb832760e81c281d8d283ba6a2b09.jpg,https://books.toscrape.com/catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html
858,Fifty Shades Freed (Fifty Shades #3),Adult Fiction,15.36,5,True,In stock,https://books.toscrape.com/media/cache/18/d8/18d8e02c75c2ef23556c9746fae57e43.jpg,https://books.toscrape.com/fifty-shades-freed-fifty-shades-3_156/index.html
859,The Long Haul (Diary of a Wimpy Kid #9),Humor,44.07,1,True,In stock,https://books.toscrape.com/media/cache/46/bd/46bdee520b8136972262fd040533772d.jpg,https://books.toscrape.com/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html
860,Old School (Diary of a Wimpy Kid #10),Humor,11.83,5,True,In stock,https://books.toscrape.com/media/cache/df/5d/df5d172abe87deda6d533e3e908d27d8.jpg,https://books.toscrape.com/old-school-diary-of-a-wimpy-kid-10_723/index.html
861,I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction,Humor,25.98,4,True,In stock,https://books.toscrape.com/media/cache/ea/7b/ea7bcac4b27a5bf6d4f8125bb7af3361.jpg,https://books.toscrape.com/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html
862,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Humor,14.75,5,True,In stock,https://books.toscrape.com/media/cache/b5/a9/b5a90d1c36a96513942f006345ace3d2.jpg,https://books.toscrape.com/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html
